edinetCode	companyName.x	fiscalYear	NotesAdditionalInfo	NotesAdditionalInfoConsolidate	textCorona	withCorona	withDTA	withFA	lengthofNotes	secCode	industry	market	auditFirm	GAAP
E02881	日本ライフライン株式会社	第40期（自2019年４月１日至2020年３月31日）	"（追加情報）  （新型コロナウイルス感染症の感染拡大に伴う会計上の見積りについて）   新型コロナウイルス感染症の拡大を受けて、一部の医療機関におきましては感染症への対応を優先するため、緊急性の低い疾患の治療については延期する等の動きが出ているほか、新規の外来患者数が減少しております。待機的な症例においても治療を延期できる期間は限られていることから、徐々に症例数は平常時の水準に戻っていくものと認識しております。   現時点で入手可能な情報に基づき、新型コロナウイルス感染症の感染拡大の収束時期については2021年３月期第２四半期会計期間以降事業年度末にかけて徐々に回復することを想定しております。   当社は、上述のシナリオを考慮した一定の仮定に基づいて将来の事業計画を設定した上で固定資産の減損会計の適用、繰延税金資産の回収可能性の評価、貸付金の評価等を行っております。    （株式報酬型「役員報酬BIP信託」に係る取引について）   当社は、役員報酬BIP信託を導入しております。役員報酬BIP信託とは、欧米の業績連動型株式報酬（PerformanceShare）制度及び譲渡制限付株式報酬（RestrictedStock）制度と同様に、業績の目標達成度及び役位に応じて、当社株式及び当社株式の換価処分金相当額の金銭を取締役に交付及び給付する制度であります。   当社は、取締役のうち一定の要件を充足する者を受益者として、当社株式の取得資金を拠出することにより信託を設定しました。当該信託は予め定める株式交付規程に基づき取締役に交付すると見込まれる数の当社株式を、当社から取得（自己株式の処分）いたしました。その後、当社は株式交付規程に従い、取締役に対し各連結会計年度の業績達成度及び役位に応じてポイントを付与し、取締役の退任後、累積ポイントの70％に相当する数の当社株式（単元未満株式については切捨て）を当該信託を通じて交付し、残りの当社株式については当該信託内で換価処分した換価処分金相当額の金銭を当該信託から給付いたします。これらに伴う会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号平成27年３月26日）に準じております。   役員報酬BIP信託が所有する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により貸借対照表の純資産の部に自己株式として計上しており、前事業年度末において、計上額は268百万円、株式数は115,800株、当事業年度末において、計上額は263百万円、株式数は113,320株であります。    （従業員等に信託を通じて自社の株式を交付する取引について）  当社は従業員に対して中長期的な企業価値向上のインセンティブを付与すると同時に、福利厚生の増進策として、持株会の拡充を通じて従業員の株式取得及び保有を促進することにより従業員の財産形成を支援することを目的として、「信託型従業員持株インセンティブ・プラン(E-Ship"	"（追加情報）  （新型コロナウイルス感染症の感染拡大に伴う会計上の見積りについて）   新型コロナウイルス感染症の拡大を受けて、一部の医療機関におきましては感染症への対応を優先するため、緊急性の低い疾患の治療については延期する等の動きが出ているほか、新規の外来患者数が減少しております。待機的な症例においても治療を延期できる期間は限られていることから、徐々に症例数は平常時の水準に戻っていくものと認識しております。   現時点で入手可能な情報に基づき、新型コロナウイルス感染症の感染拡大の収束時期については2021年３月期第２四半期連結会計期間以降連結会計年度末にかけて徐々に回復することを想定しております。   当社グループは、上述のシナリオを考慮した一定の仮定に基づいて将来の事業計画を設定した上で固定資産の減損会計の適用、繰延税金資産の回収可能性の評価、貸付金の評価等を行っております。    （株式報酬型「役員報酬BIP信託」に係る取引について）   当社は、役員報酬BIP信託を導入しております。役員報酬BIP信託とは、欧米の業績連動型株式報酬（PerformanceShare）制度及び譲渡制限付株式報酬（RestrictedStock）制度と同様に、業績の目標達成度及び役位に応じて、当社株式及び当社株式の換価処分金相当額の金銭を取締役に交付及び給付する制度であります。   当社は、取締役のうち一定の要件を充足する者を受益者として、当社株式の取得資金を拠出することにより信託を設定しました。当該信託は予め定める株式交付規程に基づき取締役に交付すると見込まれる数の当社株式を、当社から取得（自己株式の処分）いたしました。その後、当社は株式交付規程に従い、取締役に対し各連結会計年度の業績達成度及び役位に応じてポイントを付与し、取締役の退任後、累積ポイントの70％に相当する数の当社株式（単元未満株式については切捨て）を当該信託を通じて交付し、残りの当社株式については当該信託内で換価処分した換価処分金相当額の金銭を当該信託から給付いたします。これらに伴う会計処理については、「従業員等に信託を通じて自社の株式を交付する取引に関する実務上の取扱い」（実務対応報告第30号平成27年３月26日）に準じております。   役員報酬BIP信託が所有する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により連結貸借対照表の純資産の部に自己株式として計上しており、前連結会計年度末において、計上額は268百万円、株式数は115,800株、当連結会計年度末において、計上額は263百万円、株式数は113,320株であります。    （従業員等に信託を通じて自社の株式を交付する取引について）   当社は従業員に対して中長期的な企業価値向上のインセンティブを付与すると同時に、福利厚生の増進策として、持株会の拡充を通じて従業員の株式取得及び保有を促進することにより従業員の財産形成を支援することを目的として、「信託型従業員持株インセンティブ・プラン(E-Ship"	コロナウイルス感染症の感染拡大に伴う会計上の見積りについて）   新型コロナウイルス感染症の拡大を受けて、一部の医療機関におきましては感染症への対応を優先するため、緊急性の低い疾患の治療については延期する等の動きが出ているほか、新規の外来患者数が減少しております。待機的な症例においても治療を延期できる期間は限られていることから、徐々に症例数は平常時の水準に戻っていくものと認識しております。   現時点で入手可能な情報に基づき、新型コロナウイルス感染症の感染拡大の収束時期については2021年３月期第２四半期連結会計期間以降連結会計年度末にかけて徐々に回復することを想定しております。   当社グループは、上述のシナリオを考慮した一定の仮定に基づいて将来の事業計画を設定した上で固定資産の減損会計の適用、繰延税金資産の回収可能性の評価、貸付金の評価等を行っております。	TRUE	TRUE	TRUE	385	7575	卸売業	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E03572	株式会社清水銀行	第145期(自2019年４月１日至2020年３月31日)	(追加情報)新型コロナウィルス感染症の感染拡大の影響は今後一定期間継続すると想定しております。この期間においては、一部業種に深刻な影響が生じるものの、政府等の経済対策や金融機関の支援により、貸出金等の信用リスクへの影響は多額とはならないとの仮定に基づき貸倒引当金を算出しております。また、税効果会計における課税所得及び固定資産の減損会計における将来キャッシュ・フローについては、当行の営業活動は一定の影響を受けるものの、資金繰り支援を必要とする企業の増加により、貸出金残高は堅調に推移し、有価証券運用についても一定の影響を受けるとの仮定に基づき見積りを行っております。しかしながら、新型コロナウィルス感染症の拡大状況やその経済への影響が変化した場合には、上記仮定が変更となり、貸倒引当金、繰延税金資産、法人税等調整額、及び固定資産の減損損失の金額に影響を及ぼす可能性があります。	(追加情報)新型コロナウィルス感染症の感染拡大の影響は今後一定期間継続すると想定しております。この期間においては、一部業種に深刻な影響が生じるものの、政府等の経済対策や金融機関の支援により、貸出金等の信用リスクへの影響は多額とはならないとの仮定に基づき貸倒引当金を算出しております。また、税効果会計における課税所得及び固定資産の減損会計における将来キャッシュ・フローについては、当行グループの営業活動は一定の影響を受けるものの、資金繰り支援を必要とする企業の増加により、貸出金残高は堅調に推移し、有価証券運用についても一定の影響を受けるとの仮定に基づき見積りを行っております。しかしながら、新型コロナウィルス感染症の拡大状況やその経済への影響が変化した場合には、上記仮定が変更となり、貸倒引当金、繰延税金資産、法人税等調整額、及び固定資産の減損損失の金額に影響を及ぼす可能性があります。	コロナウィルス感染症の感染拡大の影響は今後一定期間継続すると想定しております。この期間においては、一部業種に深刻な影響が生じるものの、政府等の経済対策や金融機関の支援により、貸出金等の信用リスクへの影響は多額とはならないとの仮定に基づき貸倒引当金を算出しております。また、税効果会計における課税所得及び固定資産の減損会計における将来キャッシュ・フローについては、当行グループの営業活動は一定の影響を受けるものの、資金繰り支援を必要とする企業の増加により、貸出金残高は堅調に推移し、有価証券運用についても一定の影響を受けるとの仮定に基づき見積りを行っております。しかしながら、新型コロナウィルス感染症の拡大状況やその経済への影響が変化した場合には、上記仮定が変更となり、貸倒引当金、繰延税金資産、法人税等調整額、及び固定資産の減損損失の金額に影響を及ぼす可能性があります。	TRUE	TRUE	TRUE	385	8364	銀行業	東証一部	有限責任あずさ監査法人	日本基準
E03723	株式会社小林洋行	第73期（自2019年４月１日至2020年３月31日）	（追加情報）  該当事項はありません。  	（追加情報）  新型コロナウイルスの感染拡大は、経済や企業活動に広範な影響を与える事象であり、当社グループにおいても政府や地域行政機関の方針に従い事業活動を一部自粛するなどの対応をいたしております。新型コロナウイルス感染症の影響については、今後の広がり方や収束時期等について統一的な見解がないため、それらを予測することは極めて困難であります。そのため、当社グループとしては、外部の情報源に基づく客観性のある情報等を踏まえ、経済活動への影響が今後１年程度に亘って続くものと仮定し、固定資産の減損等の会計上の見積りを実施しております。   なお、現在の状況及び入手可能な情報に基づき、合理的と考えられる見積り及び判断を行っておりますが、不確実性の極めて高い環境下にあり、新型コロナウイルス感染症の広がり方や収束時期等の見積りには不確実性を伴うため、実際の結果は見積りと異なる場合があります。  	コロナウイルスの感染拡大は、経済や企業活動に広範な影響を与える事象であり、当社グループにおいても政府や地域行政機関の方針に従い事業活動を一部自粛するなどの対応をいたしております。新型コロナウイルス感染症の影響については、今後の広がり方や収束時期等について統一的な見解がないため、それらを予測することは極めて困難であります。そのため、当社グループとしては、外部の情報源に基づく客観性のある情報等を踏まえ、経済活動への影響が今後１年程度に亘って続くものと仮定し、固定資産の減損等の会計上の見積りを実施しております。   なお、現在の状況及び入手可能な情報に基づき、合理的と考えられる見積り及び判断を行っておりますが、不確実性の極めて高い環境下にあり、新型コロナウイルス感染症の広がり方や収束時期等の見積りには不確実性を伴うため、実際の結果は見積りと異なる場合があります。  	TRUE	FALSE	TRUE	385	8742	証券、商品先物取引業	東証一部	Ｍｏｏｒｅ至誠監査法人	日本基準
E04319	日本通運株式会社	第114期(自2019年4月1日至2020年3月31日)	(追加情報)(業績連動型株式報酬制度)連結財務諸表の「注記事項（追加情報）」に同一の内容を記載しているため、注記を省略しております。	"(追加情報)（業績連動型株式報酬制度）①取引の概要当社は、中長期的な会社業績と企業価値の向上に対する貢献意識を高めることを目的として、役員報酬の改定を行い、取締役及び執行役員（社外取締役及び国外居住者を除く。以下「取締役等」という。）を対象とした業績連動型株式報酬制度（以下「本制度」という。）を2016年9月より導入いたしました。本制度は、役員報酬ＢＩＰ（BoardIncentivePlan）信託（以下「ＢＩＰ信託」という。）を用いた、当社の中長期の会社業績に連動する株式報酬制度であります。ＢＩＰ信託は、信託型インセンティブ・プランであり、会社業績等に応じて、取締役等に対し、当社株式の交付等を行う仕組みであります。②ＢＩＰ信託に残存する当社株式ＢＩＰ信託に残存する当社株式を、ＢＩＰ信託における帳簿価額（付随費用の金額を除く。）により、純資産の部に自己株式として計上しております。当連結会計年度末における当該自己株式の帳簿価額及び株式数は、650百万円及び124,132株であります。（新型コロナウイルス感染症の影響について）当連結会計年度において、新型コロナウイルス感染症拡大により世界・日本経済双方が大きく影響を受け、当社グループにおいては、海運では輸出数量の減少、また航空では輸出混載貨物の減少をチャーター輸送では補いきれない等のマイナス影響があり、翌連結会計年度以降も一定程度影響が継続すると考えております。このような状況の中、会計上の見積りにおける新型コロナウイルス感染症の影響は参考となる前例がなく、今後の拡大予測や収束時期等について統一的な見解がないため、翌連結会計年度以降の当社グループの業績への影響を予測することは極めて困難でありますが、一部の地域において2020年度に影響が生じるものの2021年度に向けて徐々に回復していくとの仮定を置いた上で、のれん及び固定資産における減損損失の認識の判定や測定において会計上の見積りを行っております。"	コロナウイルス感染症の影響について）当連結会計年度において、新型コロナウイルス感染症拡大により世界・日本経済双方が大きく影響を受け、当社グループにおいては、海運では輸出数量の減少、また航空では輸出混載貨物の減少をチャーター輸送では補いきれない等のマイナス影響があり、翌連結会計年度以降も一定程度影響が継続すると考えております。このような状況の中、会計上の見積りにおける新型コロナウイルス感染症の影響は参考となる前例がなく、今後の拡大予測や収束時期等について統一的な見解がないため、翌連結会計年度以降の当社グループの業績への影響を予測することは極めて困難でありますが、一部の地域において2020年度に影響が生じるものの2021年度に向けて徐々に回復していくとの仮定を置いた上で、のれん及び固定資産における減損損失の認識の判定や測定において会計上の見積りを行っております。	TRUE	FALSE	TRUE	384	9062	陸運業	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E01301	東邦チタニウム株式会社	第89期（自2019年４月１日至2020年３月31日）	（追加情報）  当社の事業を取り巻く環境は不確実性が高まっており、先行きを想定することは極めて困難な状況にあります。   金属チタン事業に関しては、新型コロナウイルス感染拡大の影響や主要顧客である航空機産業メーカーの情勢等により需要減が懸念されます。   機能化学品事業については、第５世代移動通信（5G）の進展等による電子材料部品（超微粉ニッケル等）の需要増や、プロピレン重合用触媒の市場は底堅く推移するものと想定しておりますが、その動向は注視する必要があると考えております。   こうした状況のもと、入手可能な外部の情報等を踏まえ、当事業年度末時点で合理的であると思われる様々な要因を勘案した上で、金属チタン事業の販売数量の低迷は一年程度継続し、機能化学品事業の販売は年度前半は減少するもののその後回復するとの仮定のもと、繰延税金資産の回収可能性等の会計上の見積りを行っております。   なお、上記仮定に変化が生じた場合には、翌事業年度の当社の財政状態、経営成績に影響が及ぶ可能性があります。   	（追加情報）  当社グループの事業を取り巻く環境は不確実性が高まっており、先行きを想定することは極めて困難な状況にあります。   金属チタン事業に関しては、新型コロナウイルス感染拡大の影響や主要顧客である航空機産業メーカーの情勢等により需要減が懸念されます。   機能化学品事業については、第５世代移動通信（5G）の進展等による電子材料部品（超微粉ニッケル等）の需要増や、プロピレン重合用触媒の市場は底堅く推移するものと想定しておりますが、その動向は注視する必要があると考えております。   こうした状況のもと、入手可能な外部の情報等を踏まえ、当連結会計年度末時点で合理的であると思われる様々な要因を勘案した上で、金属チタン事業の販売数量の低迷は一年程度継続し、機能化学品事業の販売は年度前半は減少するもののその後回復するとの仮定のもと、繰延税金資産の回収可能性等の会計上の見積りを行っております。   なお、上記仮定に変化が生じた場合には、翌連結会計年度の当社グループの財政状態、経営成績に影響が及ぶ可能性があります。  	コロナウイルス感染拡大の影響や主要顧客である航空機産業メーカーの情勢等により需要減が懸念されます。   機能化学品事業については、第５世代移動通信（5G）の進展等による電子材料部品（超微粉ニッケル等）の需要増や、プロピレン重合用触媒の市場は底堅く推移するものと想定しておりますが、その動向は注視する必要があると考えております。   こうした状況のもと、入手可能な外部の情報等を踏まえ、当連結会計年度末時点で合理的であると思われる様々な要因を勘案した上で、金属チタン事業の販売数量の低迷は一年程度継続し、機能化学品事業の販売は年度前半は減少するもののその後回復するとの仮定のもと、繰延税金資産の回収可能性等の会計上の見積りを行っております。   なお、上記仮定に変化が生じた場合には、翌連結会計年度の当社グループの財政状態、経営成績に影響が及ぶ可能性があります。  	TRUE	TRUE	FALSE	382	5727	非鉄金属	東証一部	ＥＹ新日本有限責任監査法人	日本基準
E01824	太陽誘電株式会社	第79期（自2019年４月１日至2020年３月31日）	（追加情報） （新型コロナウィルス感染症に伴う会計上の見積り） 新型コロナウイルス感染症の拡大は、経済活動に広範な影響を与える事象と認識しており、将来において、当社の業績にも少なからず影響を与えるものと予想しております。新型コロナウイルス感染症の影響や収束時期等、将来の業績予想に反映させることが困難な要素もありますが、固定資産の減損や繰延税金資産の回収可能性等について、当事業年度末時点で入手可能な情報を基に検証等を行っております。 上記を踏まえて慎重に検討等を行った結果、新型コロナウイルス感染症が重要な影響を与えるものはないと判断しておりますが、今後の経済環境の変化によっては、翌事業年度以降の財務諸表に影響を与える可能性があります。 	"（追加情報） （新型コロナウィルス感染症に伴う会計上の見積り） 新型コロナウイルス感染症の拡大は、経済活動に広範な影響を与える事象と認識しており、将来において、当社グループの業績にも少なからず影響を与えるものと予想しております。新型コロナウイルス感染症の影響や収束時期等、将来の業績予想に反映させることが困難な要素もありますが、固定資産の減損や繰延税金資産の回収可能性等について、当連結会計年度末時点で入手可能な情報を基に検証等を行っております。 上記を踏まえて慎重に検討等を行った結果、当連結会計年度末において、のれんの減損損失5,206百万円を計上いたしました。その他の会計上の見積りが必要な項目について、新型コロナウイルス感染症が重要な影響を与えるものはないと判断しておりますが、今後の経済環境の変化によっては、翌連結会計年度以降の連結財務諸表に影響を与える可能性があります。 "	"コロナウィルス感染症に伴う会計上の見積り） 新型コロナウイルス感染症の拡大は、経済活動に広範な影響を与える事象と認識しており、将来において、当社グループの業績にも少なからず影響を与えるものと予想しております。新型コロナウイルス感染症の影響や収束時期等、将来の業績予想に反映させることが困難な要素もありますが、固定資産の減損や繰延税金資産の回収可能性等について、当連結会計年度末時点で入手可能な情報を基に検証等を行っております。 上記を踏まえて慎重に検討等を行った結果、当連結会計年度末において、のれんの減損損失5,206百万円を計上いたしました。その他の会計上の見積りが必要な項目について、新型コロナウイルス感染症が重要な影響を与えるものはないと判断しておりますが、今後の経済環境の変化によっては、翌連結会計年度以降の連結財務諸表に影響を与える可能性があります。 "	TRUE	TRUE	TRUE	382	6976	電気機器	東証一部	有限責任あずさ監査法人	日本基準
E04895	燦ホールディングス株式会社	第91期（自2019年４月１日至2020年３月31日）	（追加情報）  （従業員等に信託を通じて自社の株式を交付する取引）   従業員持株会に信託を通じて自社の株式を交付する取引に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しておりますので、注記を省略しております。    （譲渡制限付株式報酬としての自己株式の処分）   譲渡制限付株式報酬としての自己株式の処分に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しておりますので、注記を省略しております。    （新型コロナウイルスの感染拡大による影響）   新型コロナウイルスの感染拡大による影響に関する注記については、連結財務諸表「注記事項（追加情報）」に同一の内容を記載しておりますので、注記を省略しております。  	"（追加情報）  （従業員等に信託を通じて自社の株式を交付する取引）   当社は、当社及び子会社の従業員に対する福利厚生制度を拡充させるとともに、従業員の帰属意識を醸成し経営参画意識を持たせ、中長期的な業績向上や株価上昇に対する意識を高めることにより、企業価値向上を図ることを目的としたインセンティブ・プランとして導入しております。   （1）取引の概要   本制度は、当社が拠出する金銭を原資とした信託（以下、「本信託」といいます。）を設定し、本信託が今後交付を見込まれる相当数の当社普通株式（以下、「当社株式」といいます。）の一括取得を行い、従業員のうち一定の要件を充足する者に対して付与されるポイントに基づき、本信託を通じて当社株式を交付する従業員向けインセンティブ・プランであります。当該ポイントは、当社及び子会社の取締役会が定める株式交付規程に従って、その職位等に応じて付与されるものであり、各従業員に交付される当社株式の数は、付与されたポイント数によって定まります。なお、本信託による当社株式の取得資金は、全額当社が拠出するため、従業員の負担はありません。   （2）信託に残存する自社の株式   信託に残存する当社株式を、信託における帳簿価額（付随費用の金額を除く。）により純資産の部に自己株式として計上しております。当該自己株式の帳簿価額及び株式数は、当連結会計年度末149,781千円、136千株であります。  （注）当社は、2019年10月１日付で普通株式１株につき２株の株式分割を行っており、上記の自己株式数は、株式分割後の株式数を記載しております。   （譲渡制限付株式報酬としての自己株式の処分）   当社は、2019年７月18日開催の当社取締役会において決議されました、譲渡制限付株式報酬としての自己株式の処分に関し、2019年８月６日に払込手続きが完了いたしました。   （1）処分の概要       1.払込期日     2019年８月６日     2.処分する株式の種類及び株式数     当社普通株式12,300株     3.処分価額     １株につき2,313円     4.処分価額の総額     28,449,900円     5.割当先     当社の取締役（※１）４名7,100株     当社の執行役員５名1,600株     当社子会社の取締役（※１、２）５名1,500株     当社子会社の執行役員（※２）６名2,100株     （※１）社外取締役を除きます。   （※２）当社の取締役又は執行役員を兼務するものを除きます。     6.その他     本自己株式処分については、金融商品取引法による有価証券通知書を提出しております。    （注）当社は、2019年10月１日付で普通株式１株につき２株の株式分割を行っておりますが、上記の株式数は、株式分割前の株式数で記載しております。  （2）処分の目的及び理由   当社は、当社の取締役（社外取締役を除く）が、株価変動のメリットとリスクを株主の皆様と共有し、株価上昇及び企業価値向上への貢献意欲を従来以上に高めることを目的として導入した譲渡制限付株式を割り当てる報酬制度に基づき、2019年７月18日開催の取締役会において本自己株式処分を決議いたしました。     （新型コロナウイルスの感染拡大による影響）  新型コロナウイルスの感染拡大（以下、本感染症）により、当社グループでは、2020年２月中旬以降、一般葬儀における参列者減少による小規模化、社葬・お別れの会の開催の中止または延期等による業績への影響を受けております。また、本感染症は経済や企業活動に広範な影響を与える事象であり、今後の広がり方や収束時期を確実に見通すことは困難であります。よって当社グル－プは、2020年９月まで足元の状況が続く「停滞期」、2020年10～12月は正常化するまでの「回復期」になるとの仮定のもと、固定資産に関する減損損失の認識要否および繰延税金資産の回収可能性の判断等の会計上の見積もりを行っております。 なお、今後の本感染症による影響が、この仮定と乖離する場合には、当社グループの経営成績および財政状態に影響を与える可能性があります。 "	コロナウイルスの感染拡大による影響）  新型コロナウイルスの感染拡大（以下、本感染症）により、当社グループでは、2020年２月中旬以降、一般葬儀における参列者減少による小規模化、社葬・お別れの会の開催の中止または延期等による業績への影響を受けております。また、本感染症は経済や企業活動に広範な影響を与える事象であり、今後の広がり方や収束時期を確実に見通すことは困難であります。よって当社グル－プは、2020年９月まで足元の状況が続く「停滞期」、2020年10～12月は正常化するまでの「回復期」になるとの仮定のもと、固定資産に関する減損損失の認識要否および繰延税金資産の回収可能性の判断等の会計上の見積もりを行っております。 なお、今後の本感染症による影響が、この仮定と乖離する場合には、当社グループの経営成績および財政状態に影響を与える可能性があります。 	TRUE	TRUE	TRUE	379	9628	サービス業	東証一部	有限責任監査法人トーマツ	日本基準
E01878	横河電機株式会社	第144期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 当社は新型コロナウイルス感染症（COVID-19）の感染拡大による経済活動の大幅な制限や、それに伴うエネルギー資源需要の減少と価格下落により、極めて不透明な事業環境に晒されています。このような状況下で、当社は会計上の見積りを行うにあたり、COVID-19の感染拡大に伴う経済活動停滞による影響は、1年程度で回復基調に転じると見込んで判断しています。しかしながら、コンサルティングビジネスは、主要な顧客としている石油関連企業における設備投資意欲の減退及びCOVID-19による移動制限や顧客との直接対話の制限に起因する受注の減少により大きな影響を受けるものと思われます。そのため、コンサルティングビジネスの固定資産の減損については、翌年度に受注が大きく落ち込み、その後は数年にわたり経済活動が回復するとの仮定の下で、合理的な見積額を用いて減損の判定を実施いたしました。	コロナウイルス感染症（COVID-19）の感染拡大による経済活動の大幅な制限や、それに伴うエネルギー資源需要の減少と価格下落により、極めて不透明な事業環境に晒されています。このような状況下で、当社は会計上の見積りを行うにあたり、COVID-19の感染拡大に伴う経済活動停滞による影響は、1年程度で回復基調に転じると見込んで判断しています。しかしながら、コンサルティングビジネスは、主要な顧客としている石油関連企業における設備投資意欲の減退及びCOVID-19による移動制限や顧客との直接対話の制限に起因する受注の減少により大きな影響を受けるものと思われます。そのため、コンサルティングビジネスの固定資産の減損については、翌年度に受注が大きく落ち込み、その後は数年にわたり経済活動が回復するとの仮定の下で、合理的な見積額を用いて減損の判定を実施いたしました。	TRUE	FALSE	TRUE	378	6841	電気機器	東証一部	有限責任監査法人トーマツ	日本基準
E31588	株式会社エコノス	第45期(自2019年４月１日至2020年３月31日)	(追加情報)新型コロナウイルス感染症の拡大に伴い、当社店舗は行政の要請に対応して営業時間の短縮などの措置を取っており、当社の売上高、売上総利益をはじめとする財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識しております。そのため、当社では期末日以降財務諸表作成時までに入手可能であった４月以降の店舗売上等の実績を考慮し、この新型コロナウイルス感染症の影響が2021年３月期まで続くものと仮定し当事業年度の固定資産の減損会計の見積り及び繰延税金資産の回収可能性の見積りに反映させております。なお、新型コロナウイルス感染症の影響が今後さらに長期化した場合や深刻化した場合には有形固定資産の減損損失が発生する可能性があります。しかしながら、提出日現在では当該影響額を合理的に算定することは困難であると認識しております。	 (追加情報)新型コロナウイルス感染症の拡大に伴い、当社店舗は行政の要請に対応して営業時間の短縮などの措置を取っており、当社グループの売上高、売上総利益をはじめとする財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識しております。そのため、当社グループでは期末日以降連結財務諸表作成時までに入手可能であった４月以降の店舗売上等の実績を考慮し、この新型コロナウイルス感染症の影響が2021年3月期末まで続くものと仮定し当連結会計年度の固定資産の減損会計の見積り及び繰延税金資産の回収可能性の見積りに反映させております。なお、新型コロナウイルス感染症の影響が今後さらに長期化した場合や深刻化した場合には有形固定資産の減損損失が発生する可能性があります。しかしながら、提出日現在では当該影響額を合理的に算定することは困難であると認識しております。	コロナウイルス感染症の拡大に伴い、当社店舗は行政の要請に対応して営業時間の短縮などの措置を取っており、当社グループの売上高、売上総利益をはじめとする財政状態、経営成績及びキャッシュ・フローの状況に重要な影響を与える可能性があると認識しております。そのため、当社グループでは期末日以降連結財務諸表作成時までに入手可能であった４月以降の店舗売上等の実績を考慮し、この新型コロナウイルス感染症の影響が2021年3月期末まで続くものと仮定し当連結会計年度の固定資産の減損会計の見積り及び繰延税金資産の回収可能性の見積りに反映させております。なお、新型コロナウイルス感染症の影響が今後さらに長期化した場合や深刻化した場合には有形固定資産の減損損失が発生する可能性があります。しかしながら、提出日現在では当該影響額を合理的に算定することは困難であると認識しております。	TRUE	TRUE	TRUE	378	3136	小売業	札証アンビシャス	ＥＹ新日本有限責任監査法人	日本基準
E05676	ｎｍｓホールディングス株式会社	第35期（自2019年４月１日至2020年３月31日）	NA	（追加情報） 新型コロナウイルス感染症の影響に関して、当社グループにおいては、国内市場は、半導体・電子部品関連は生産計画を維持しており、技術者派遣も堅調に推移する見込みですが、海外事業においては、当社グループすべての拠点が稼働を再開し、サプライチェーンの停滞も解消されたものの、各国政府による非常事態宣言やロックダウンによる稼働停止や生産計画の遅れ、また、物流コスト上昇などの影響が見込まれます。 当社は国内外において事業展開しており、現時点では、市場に対するこの感染症の影響は翌連結会計年度も残るものと認識しております。繰延税金資産の回収可能性等の会計上の見積り金額は現時点の最善の見積りであるものの、見積りに用いた仮定の不確実性は高く新型コロナウイルス感染症の感染状況やその経済環境への影響が変化した場合には見積り額及び財務諸表に重要な影響を及ぼす可能性があります。 	コロナウイルス感染症の影響に関して、当社グループにおいては、国内市場は、半導体・電子部品関連は生産計画を維持しており、技術者派遣も堅調に推移する見込みですが、海外事業においては、当社グループすべての拠点が稼働を再開し、サプライチェーンの停滞も解消されたものの、各国政府による非常事態宣言やロックダウンによる稼働停止や生産計画の遅れ、また、物流コスト上昇などの影響が見込まれます。 当社は国内外において事業展開しており、現時点では、市場に対するこの感染症の影響は翌連結会計年度も残るものと認識しております。繰延税金資産の回収可能性等の会計上の見積り金額は現時点の最善の見積りであるものの、見積りに用いた仮定の不確実性は高く新型コロナウイルス感染症の感染状況やその経済環境への影響が変化した場合には見積り額及び財務諸表に重要な影響を及ぼす可能性があります。 	TRUE	TRUE	FALSE	377	2162	サービス業	ＪＱＳ	有限責任あずさ監査法人	日本基準
